,Current epoch time,Current epoch time.1,Open,High,Low,Close,volume,Date,Time,EMA_fast,EMA_slow,RSI,TR,ATR,Upper_band,Lower_band,Buy_Signal,Sell_Signal,Returns
128,2023-10-03 11:23:00+05:30,1696312380,40.15,43.35,39.95,43.35,392800,2023-10-03,11:23:00,41.082,,66.34146341463415,3.3999999999999986,1.4250000000000007,39.075,44.22500000000001,0,0,0.0
129,2023-10-03 11:24:00+05:30,1696312440,43.5,47.15,42.75,45.45,1308700,2023-10-03,11:24:00,41.104000000000006,,71.00840336134453,4.399999999999999,1.6678571428571434,42.14642857142857,47.75357142857143,0,0,0.0
130,2023-10-03 11:25:00+05:30,1696312500,45.5,48.0,45.3,47.7,771650,2023-10-03,11:25:00,41.148999999999994,,78.38827838827838,2.700000000000003,1.789285714285715,42.63214285714285,50.667857142857144,0,0,0.0
131,2023-10-03 11:26:00+05:30,1696312560,47.7,48.55,47.35,47.9,811350,2023-10-03,11:26:00,41.308,,78.30882352941175,1.1999999999999957,1.796428571428572,43.16071428571428,52.739285714285714,0,0,0.0
132,2023-10-03 11:27:00+05:30,1696312620,47.85,49.9,47.0,47.2,1077900,2023-10-03,11:27:00,41.461000000000006,,75.53191489361704,2.8999999999999986,1.9142857142857146,44.15714285714286,52.74285714285715,0,0,0.0
133,2023-10-03 11:28:00+05:30,1696312680,47.5,47.7,45.75,45.75,537550,2023-10-03,11:28:00,41.549,,68.38709677419355,1.9500000000000028,2.003571428571429,41.68928571428572,51.760714285714286,0,0,0.0
134,2023-10-03 11:29:00+05:30,1696312740,45.85,47.05,44.4,46.95,572050,2023-10-03,11:29:00,41.623000000000005,,66.5529010238908,2.6499999999999986,2.017857142857143,40.99642857142857,50.45357142857143,0,0,0.0
135,2023-10-03 11:30:00+05:30,1696312800,46.9,47.9,46.65,47.8,340200,2023-10-03,11:30:00,41.701,,67.44186046511628,1.25,2.0285714285714285,41.81428571428572,52.73571428571428,0,0,0.0
136,2023-10-03 11:31:00+05:30,1696312860,47.95,48.3,47.2,47.6,397650,2023-10-03,11:31:00,41.775,,66.55737704918035,1.0999999999999943,2.014285714285714,42.25714285714285,53.24285714285715,0,0,0.0
137,2023-10-03 11:32:00+05:30,1696312920,47.3,47.8,46.2,46.9,342650,2023-10-03,11:32:00,41.873000000000005,,64.64968152866243,1.5999999999999943,2.0571428571428565,41.628571428571426,52.371428571428574,0,0,0.0
138,2023-10-03 11:33:00+05:30,1696312980,47.0,47.9,46.6,47.15,240650,2023-10-03,11:33:00,41.992,,67.75244299674264,1.2999999999999972,2.042857142857142,41.77142857142857,52.72857142857143,0,0,0.0
139,2023-10-03 11:34:00+05:30,1696313040,47.35,47.35,46.0,46.4,467800,2023-10-03,11:34:00,42.122,,64.03785488958988,1.3500000000000014,2.0714285714285703,41.13571428571429,52.21428571428571,0,0,0.0
140,2023-10-03 11:35:00+05:30,1696313100,46.15,46.25,40.6,41.9,1071450,2023-10-03,11:35:00,42.178999999999995,,52.05128205128204,5.799999999999997,2.3999999999999986,39.050000000000004,47.8,0,0,0.0
141,2023-10-03 11:36:00+05:30,1696313160,42.35,44.25,41.65,43.0,527200,2023-10-03,11:36:00,42.266999999999996,,57.544757033248096,2.6000000000000014,2.4428571428571417,36.92142857142858,48.97857142857143,0,0,0.0
142,2023-10-03 11:37:00+05:30,1696313220,43.15,45.5,42.75,45.4,421500,2023-10-03,11:37:00,42.382,,55.495978552278814,2.75,2.39642857142857,38.31071428571429,49.93928571428571,0,0,0.0
143,2023-10-03 11:38:00+05:30,1696313280,45.6,46.0,44.5,45.7,319400,2023-10-03,11:38:00,42.520999999999994,,50.741839762611285,1.5,2.189285714285713,39.432142857142864,51.067857142857136,0,0,0.0
144,2023-10-03 11:39:00+05:30,1696313340,45.7,46.55,44.75,46.25,382750,2023-10-03,11:39:00,42.67799999999999,,45.214521452145206,1.7999999999999972,2.1249999999999987,40.175,51.125,0,0,0.0
145,2023-10-03 11:40:00+05:30,1696313400,46.4,46.6,45.5,46.1,256250,2023-10-03,11:40:00,42.83299999999999,,44.039735099337754,1.1000000000000014,2.1178571428571416,40.24642857142858,51.85357142857143,0,0,0.0
146,2023-10-03 11:41:00+05:30,1696313460,45.8,46.9,44.9,45.5,348300,2023-10-03,11:41:00,42.917,,44.33333333333332,2.0,2.0535714285714275,40.739285714285714,51.06071428571428,0,0,0.0
147,2023-10-03 11:42:00+05:30,1696313520,45.5,46.35,45.1,45.9,236900,2023-10-03,11:42:00,43.012,,50.537634408602145,1.25,2.0035714285714272,40.33928571428572,51.11071428571428,0,0,0.0
148,2023-10-03 11:43:00+05:30,1696313580,46.05,46.3,45.25,45.3,176300,2023-10-03,11:43:00,43.103,,43.820224719101105,1.0499999999999972,1.889285714285713,40.63214285714286,50.91785714285714,0,0,0.0
149,2023-10-03 11:44:00+05:30,1696313640,45.45,45.45,42.0,43.0,472000,2023-10-03,11:44:00,43.133,,33.78378378378379,3.450000000000003,2.0464285714285704,39.31071428571429,48.13928571428571,0,0,0.0
150,2023-10-03 11:45:00+05:30,1696313700,42.6,42.6,40.45,41.6,540450,2023-10-03,11:45:00,43.102,,31.25,2.549999999999997,2.149999999999999,36.150000000000006,46.9,0,0,0.0
151,2023-10-03 11:46:00+05:30,1696313760,41.5,42.6,40.3,40.35,351100,2023-10-03,11:46:00,43.053999999999995,,30.21148036253777,2.3000000000000043,2.1999999999999997,36.0,46.9,0,0,0.0
152,2023-10-03 11:47:00+05:30,1696313820,39.95,39.95,38.25,38.7,770550,2023-10-03,11:47:00,42.992000000000004,,26.46239554317549,2.1000000000000014,2.257142857142857,33.17857142857143,45.02142857142857,0,0,0.0
153,2023-10-03 11:48:00+05:30,1696313880,38.65,38.7,36.0,37.1,940800,2023-10-03,11:48:00,42.92100000000001,,25.265957446808514,2.700000000000003,2.3535714285714286,31.639285714285716,43.06071428571428,0,0,0.0
154,2023-10-03 11:49:00+05:30,1696313940,36.85,39.2,36.3,38.7,639750,2023-10-03,11:49:00,42.863,,39.937106918239,2.9000000000000057,2.1464285714285722,32.760714285714286,42.739285714285714,0,0,0.0
155,2023-10-03 11:50:00+05:30,1696314000,38.45,39.65,37.7,39.25,361300,2023-10-03,11:50:00,42.836999999999996,,37.78501628664495,1.9499999999999957,2.1000000000000005,33.349999999999994,44.00000000000001,0,0,0.0
156,2023-10-03 11:51:00+05:30,1696314060,39.1,39.95,38.85,38.85,277100,2023-10-03,11:51:00,42.817,,25.468164794007492,1.1000000000000014,1.9821428571428577,34.00357142857143,44.79642857142858,0,0,0.0
157,2023-10-03 11:52:00+05:30,1696314120,38.6,39.35,38.2,39.35,166150,2023-10-03,11:52:00,42.793,,26.5682656826568,1.1499999999999986,1.9571428571428575,33.47857142857143,44.07142857142858,0,0,0.0
158,2023-10-03 11:53:00+05:30,1696314180,39.25,39.25,38.05,38.9,169900,2023-10-03,11:53:00,42.770999999999994,,22.676579925650543,1.3000000000000043,1.9214285714285724,33.48571428571428,43.81428571428572,0,0,0.0
159,2023-10-03 11:54:00+05:30,1696314240,38.85,39.2,38.6,38.9,125650,2023-10-03,11:54:00,42.773,,22.93233082706766,0.6000000000000014,1.8857142857142866,33.542857142857144,44.25714285714286,0,0,0.0
160,2023-10-03 11:55:00+05:30,1696314300,38.55,39.3,38.0,39.25,237550,2023-10-03,11:55:00,42.75,,26.053639846743295,1.2999999999999972,1.8357142857142865,33.79285714285714,43.50714285714286,0,0,0.0
161,2023-10-03 11:56:00+05:30,1696314360,39.0,39.45,38.1,38.3,187400,2023-10-03,11:56:00,42.7,,22.058823529411754,1.3500000000000014,1.8428571428571436,33.92142857142857,43.62857142857143,0,0,0.0
162,2023-10-03 11:57:00+05:30,1696314420,38.15,39.25,37.95,38.15,271100,2023-10-03,11:57:00,42.62700000000001,,22.813688212927758,1.2999999999999972,1.8607142857142864,33.667857142857144,43.53214285714286,0,0,0.0
163,2023-10-03 11:58:00+05:30,1696314480,38.45,38.6,37.6,38.2,235650,2023-10-03,11:58:00,42.575,,27.981651376146814,1.0,1.6857142857142864,33.542857142857144,42.65714285714286,0,0,0.0
164,2023-10-03 11:59:00+05:30,1696314540,38.25,38.6,37.15,37.25,211750,2023-10-03,11:59:00,42.52,,29.186602870813402,1.4500000000000028,1.607142857142858,33.778571428571425,41.971428571428575,0,0,0.0
165,2023-10-03 12:00:00+05:30,1696314600,37.4,38.4,37.4,37.85,163150,2023-10-03,12:00:00,42.468,,37.24489795918369,1.1499999999999986,1.5250000000000006,33.824999999999996,41.975,0,0,0.0
166,2023-10-03 12:01:00+05:30,1696314660,37.85,38.55,37.6,38.4,200350,2023-10-03,12:01:00,42.437,,48.275862068965495,0.9499999999999957,1.442857142857143,34.22142857142857,41.92857142857143,0,0,0.0
167,2023-10-03 12:02:00+05:30,1696314720,38.35,39.05,38.2,38.75,196600,2023-10-03,12:02:00,42.408,,61.07382550335568,0.8499999999999943,1.3107142857142853,35.11785714285714,42.13214285714286,0,0,0.0
168,2023-10-03 12:03:00+05:30,1696314780,38.65,38.75,37.9,38.1,151950,2023-10-03,12:03:00,42.37,,45.38461538461538,0.8500000000000014,1.1642857142857135,35.25714285714286,41.39285714285714,0,0,0.0
169,2023-10-03 12:04:00+05:30,1696314840,38.1,39.05,37.7,38.8,266700,2023-10-03,12:04:00,42.345,,46.61654135338344,1.3499999999999943,1.1214285714285706,35.68571428571428,41.06428571428572,0,0,0.0
170,2023-10-03 12:05:00+05:30,1696314900,38.85,40.2,38.8,39.65,473450,2023-10-03,12:05:00,42.29600000000001,,55.633802816901394,1.4000000000000057,1.1428571428571423,36.77142857142857,42.22857142857143,0,0,0.0
171,2023-10-03 12:06:00+05:30,1696314960,39.75,41.4,39.4,41.15,434400,2023-10-03,12:06:00,42.267999999999994,,61.11111111111108,2.0,1.203571428571428,37.78928571428571,43.010714285714286,0,0,0.0
172,2023-10-03 12:07:00+05:30,1696315020,41.3,41.3,40.1,41.05,297050,2023-10-03,12:07:00,42.238,,63.87096774193546,1.1999999999999957,1.1964285714285705,37.71071428571429,43.68928571428572,0,0,0.0
173,2023-10-03 12:08:00+05:30,1696315080,41.1,41.9,40.7,41.8,262750,2023-10-03,12:08:00,42.228,,67.05882352941174,1.1999999999999957,1.2392857142857128,38.182142857142864,44.417857142857144,0,0,0.0
174,2023-10-03 12:09:00+05:30,1696315140,41.7,41.7,40.2,41.6,280750,2023-10-03,12:09:00,42.226000000000006,,64.07185628742516,1.5999999999999943,1.2607142857142841,37.91785714285715,43.982142857142854,0,0,0.0
175,2023-10-03 12:10:00+05:30,1696315200,41.75,41.75,40.35,41.4,260500,2023-10-03,12:10:00,42.215,,70.39473684210526,1.3999999999999986,1.2642857142857125,37.95714285714286,44.14285714285714,0,0,0.0
176,2023-10-03 12:11:00+05:30,1696315260,41.3,41.7,40.9,41.55,181900,2023-10-03,12:11:00,42.224,,72.36842105263156,0.8000000000000043,1.2285714285714273,38.01428571428572,44.58571428571428,0,0,0.0
177,2023-10-03 12:12:00+05:30,1696315320,41.55,41.55,40.85,40.85,171750,2023-10-03,12:12:00,42.24,,66.06060606060606,0.6999999999999957,1.2071428571428555,37.92857142857143,44.47142857142857,0,0,0.0
178,2023-10-03 12:13:00+05:30,1696315380,40.6,41.0,38.8,40.7,506050,2023-10-03,12:13:00,42.187,,73.15436241610743,2.200000000000003,1.2607142857142841,37.21785714285715,42.58214285714285,0,0,0.0
179,2023-10-03 12:14:00+05:30,1696315440,40.7,41.2,40.1,40.3,205850,2023-10-03,12:14:00,42.083999999999996,,66.89655172413791,1.1000000000000014,1.2571428571428558,37.42857142857144,43.87142857142857,0,0,0.0
180,2023-10-03 12:15:00+05:30,1696315500,40.35,40.9,40.25,40.85,57250,2023-10-03,12:15:00,41.94700000000001,,66.89655172413795,0.6499999999999986,1.2357142857142844,37.19285714285714,43.957142857142856,0,0,0.0
