,Current epoch time,Current epoch time.1,Open,High,Low,Close,volume,Date,Time,EMA_fast,EMA_slow,RSI,TR,ATR,Upper_band,Lower_band,Buy_Signal,Sell_Signal,Returns
107,2023-10-03 11:02:00+05:30,1696311120,39.85,41.25,39.3,40.55,224650,2023-10-03,11:02:00,42.409,,57.377049180327866,1.9500000000000028,1.782142857142858,35.903571428571425,44.64642857142857,0,0,0.0
108,2023-10-03 11:03:00+05:30,1696311180,40.85,40.85,39.65,40.0,186900,2023-10-03,11:03:00,42.445,,56.451612903225815,1.2000000000000028,1.7964285714285724,35.46071428571428,45.03928571428572,0,0,0.0
109,2023-10-03 11:04:00+05:30,1696311240,40.0,40.05,38.7,38.8,280300,2023-10-03,11:04:00,42.455,,51.660516605166045,1.3499999999999943,1.8428571428571432,34.521428571428565,44.228571428571435,0,0,0.0
110,2023-10-03 11:05:00+05:30,1696311300,39.05,40.65,38.65,40.4,257850,2023-10-03,11:05:00,42.453,,46.31147540983607,2.0,1.7464285714285717,35.410714285714285,43.88928571428571,0,0,0.0
111,2023-10-03 11:06:00+05:30,1696311360,40.2,41.6,40.0,40.8,240500,2023-10-03,11:06:00,42.461999999999996,,48.594377510040154,1.6000000000000014,1.7714285714285718,36.285714285714285,45.31428571428572,0,0,0.0
112,2023-10-03 11:07:00+05:30,1696311420,40.65,42.2,40.45,41.8,281500,2023-10-03,11:07:00,42.458,,54.02298850574712,1.75,1.7642857142857145,36.90714285714286,45.74285714285715,0,0,0.0
113,2023-10-03 11:08:00+05:30,1696311480,41.9,42.75,39.9,40.8,448350,2023-10-03,11:08:00,42.378,,47.36842105263156,2.8500000000000014,1.8892857142857145,37.082142857142856,45.56785714285714,0,0,0.0
114,2023-10-03 11:09:00+05:30,1696311540,40.55,40.95,40.0,40.0,168800,2023-10-03,11:09:00,42.30700000000001,,37.34939759036145,0.9500000000000028,1.7571428571428578,35.67857142857143,45.27142857142857,0,0,0.0
115,2023-10-03 11:10:00+05:30,1696311600,40.25,40.6,39.6,40.45,152400,2023-10-03,11:10:00,42.242,,40.80000000000001,1.0,1.6321428571428578,35.70357142857143,44.496428571428574,0,0,0.0
116,2023-10-03 11:11:00+05:30,1696311660,40.55,40.75,39.75,39.95,186700,2023-10-03,11:11:00,42.181,,42.323651452282185,1.0,1.6178571428571433,35.89642857142857,44.60357142857143,0,0,0.0
117,2023-10-03 11:12:00+05:30,1696311720,39.75,40.45,39.35,40.2,236000,2023-10-03,11:12:00,42.138000000000005,,47.982062780269075,1.1000000000000014,1.5785714285714292,35.714285714285715,44.08571428571429,0,0,0.0
118,2023-10-03 11:13:00+05:30,1696311780,40.2,41.1,39.85,40.0,195900,2023-10-03,11:13:00,42.092,,42.30769230769229,1.25,1.5714285714285718,36.385714285714286,44.56428571428572,0,0,0.0
119,2023-10-03 11:14:00+05:30,1696311840,40.15,40.45,39.75,40.05,106150,2023-10-03,11:14:00,42.007999999999996,,47.34042553191489,0.7000000000000028,1.4642857142857149,36.05714285714286,44.142857142857146,0,0,0.0
120,2023-10-03 11:15:00+05:30,1696311900,40.05,42.1,39.65,42.1,301300,2023-10-03,11:15:00,41.95,,60.46511627906977,2.450000000000003,1.5107142857142866,37.56785714285714,44.18214285714286,0,0,0.0
121,2023-10-03 11:16:00+05:30,1696311960,42.05,43.0,41.9,42.55,383600,2023-10-03,11:16:00,41.861,,59.523809523809526,1.1000000000000014,1.4500000000000008,38.65,46.25,0,0,0.0
122,2023-10-03 11:17:00+05:30,1696312020,43.0,43.0,41.7,42.55,216450,2023-10-03,11:17:00,41.782,,62.81407035175877,1.2999999999999972,1.4571428571428575,38.628571428571426,46.07142857142858,0,0,0.0
123,2023-10-03 11:18:00+05:30,1696312080,42.3,43.0,42.0,42.3,224650,2023-10-03,11:18:00,41.677,,69.44444444444444,1.0,1.432142857142858,38.70357142857142,46.29642857142858,0,0,0.0
124,2023-10-03 11:19:00+05:30,1696312140,42.4,42.4,40.9,41.7,300350,2023-10-03,11:19:00,41.541000000000004,,58.12500000000003,1.5,1.3964285714285722,38.21071428571428,45.089285714285715,0,0,0.0
125,2023-10-03 11:20:00+05:30,1696312200,41.9,42.6,41.65,41.95,173050,2023-10-03,11:20:00,41.412,,57.324840764331256,0.9500000000000028,1.350000000000001,38.55,45.7,0,0,0.0
126,2023-10-03 11:21:00+05:30,1696312260,41.85,42.2,41.0,41.1,197000,2023-10-03,11:21:00,41.31,,45.45454545454548,1.2000000000000028,1.3107142857142868,38.26785714285714,44.932142857142864,0,0,0.0
127,2023-10-03 11:22:00+05:30,1696312320,41.15,41.6,39.6,40.05,232600,2023-10-03,11:22:00,41.163000000000004,,45.16129032258065,2.0,1.250000000000001,37.849999999999994,43.35000000000001,0,0,0.0
