Current epoch time,Current epoch time.1,Open,High,Low,Close,volume,Date,Time,avg,avg2,color
2023-12-06 09:35:00+05:30,1701835500,20908.4,20910.05,20901.85,20903.4,0,2023-12-06,09:35:00,20924.465,20932.30456834229,0
2023-12-06 09:36:00+05:30,1701835560,20901.6,20902.65,20887.9,20901.85,0,2023-12-06,09:36:00,20922.472499999996,20931.110271544556,0
2023-12-06 09:37:00+05:30,1701835620,20901.65,20903.7,20892.1,20892.75,0,2023-12-06,09:37:00,20920.769999999997,20929.60594717026,0
2023-12-06 09:38:00+05:30,1701835680,20891.75,20897.0,20889.1,20897.0,0,2023-12-06,09:38:00,20918.892499999998,20928.32728257535,0
2023-12-06 09:39:00+05:30,1701835740,20898.05,20934.35,20896.8,20934.35,0,2023-12-06,09:39:00,20918.920000000002,20928.563467572392,1
2023-12-06 09:40:00+05:30,1701835800,20933.9,20938.85,20920.85,20930.75,0,2023-12-06,09:40:00,20918.892499999998,20928.649213942103,1
2023-12-06 09:41:00+05:30,1701835860,20930.55,20932.8,20925.4,20932.1,0,2023-12-06,09:41:00,20918.704999999998,20928.78453888555,1
2023-12-06 09:42:00+05:30,1701835920,20933.35,20936.6,20928.15,20928.5,0,2023-12-06,09:42:00,20918.55,20928.77338049788,0
2023-12-06 09:43:00+05:30,1701835980,20931.05,20933.9,20923.3,20924.9,0,2023-12-06,09:43:00,20917.805,20928.621483223455,0
2023-12-06 09:44:00+05:30,1701836040,20925.8,20933.15,20925.8,20930.05,0,2023-12-06,09:44:00,20917.545,20928.6775034892,1
2023-12-06 09:45:00+05:30,1701836100,20930.7,20933.55,20928.85,20933.2,0,2023-12-06,09:45:00,20917.84,20928.854856293547,1
2023-12-06 09:46:00+05:30,1701836160,20935.0,20936.25,20931.25,20933.7,0,2023-12-06,09:46:00,20918.8825,20929.04486192909,1
2023-12-06 09:47:00+05:30,1701836220,20933.65,20936.95,20931.25,20935.65,0,2023-12-06,09:47:00,20919.7975,20929.30388695148,1
2023-12-06 09:48:00+05:30,1701836280,20935.95,20941.0,20931.3,20939.5,0,2023-12-06,09:48:00,20920.35,20929.70373452201,1
2023-12-06 09:49:00+05:30,1701836340,20939.6,20948.9,20936.95,20947.65,0,2023-12-06,09:49:00,20921.042500000003,20930.407509638797,1
2023-12-06 09:50:00+05:30,1701836400,20947.6,20957.9,20947.15,20949.85,0,2023-12-06,09:50:00,20922.235,20931.169960241197,1
2023-12-06 09:51:00+05:30,1701836460,20949.7,20949.7,20935.0,20938.7,0,2023-12-06,09:51:00,20923.807500000003,20931.465255918014,1
2023-12-06 09:52:00+05:30,1701836520,20937.35,20943.5,20932.95,20932.95,0,2023-12-06,09:52:00,20925.155000000002,20931.523481176133,1
2023-12-06 09:53:00+05:30,1701836580,20932.7,20937.55,20930.3,20936.7,0,2023-12-06,09:53:00,20926.592500000002,20931.726481914324,1
2023-12-06 09:54:00+05:30,1701836640,20935.45,20935.45,20925.65,20931.8,0,2023-12-06,09:54:00,20927.7675,20931.72936497651,1
2023-12-06 09:55:00+05:30,1701836700,20931.1,20937.8,20929.05,20936.05,0,2023-12-06,09:55:00,20929.4,20931.898801644096,1
2023-12-06 09:56:00+05:30,1701836760,20937.15,20940.9,20932.3,20932.3,0,2023-12-06,09:56:00,20930.9225,20931.914534912958,1
2023-12-06 09:57:00+05:30,1701836820,20933.2,20939.65,20931.35,20939.65,0,2023-12-06,09:57:00,20933.2675,20932.217886485,1
2023-12-06 09:58:00+05:30,1701836880,20939.3,20939.3,20933.4,20938.6,0,2023-12-06,09:58:00,20935.3475,20932.468165446375,1
2023-12-06 09:59:00+05:30,1701836940,20940.65,20941.1,20928.5,20928.65,0,2023-12-06,09:59:00,20935.0625,20932.31843346809,0
2023-12-06 10:00:00+05:30,1701837000,20929.1,20938.15,20929.1,20937.05,0,2023-12-06,10:00:00,20935.3775,20932.50398509679,1
2023-12-06 10:01:00+05:30,1701837060,20936.45,20938.2,20931.85,20937.85,0,2023-12-06,10:01:00,20935.665,20932.713632740055,1
2023-12-06 10:02:00+05:30,1701837120,20937.8,20939.15,20926.9,20926.9,0,2023-12-06,10:02:00,20935.585,20932.485647142406,0
2023-12-06 10:03:00+05:30,1701837180,20926.75,20926.75,20910.6,20915.0,0,2023-12-06,10:03:00,20935.09,20931.799935489766,0
2023-12-06 10:04:00+05:30,1701837240,20914.1,20920.3,20913.25,20920.05,0,2023-12-06,10:04:00,20934.59,20931.339153705852,0
2023-12-06 10:05:00+05:30,1701837300,20920.2,20927.15,20915.6,20919.0,0,2023-12-06,10:05:00,20933.879999999997,20930.855265325234,0
2023-12-06 10:06:00+05:30,1701837360,20919.2,20923.1,20914.05,20923.1,0,2023-12-06,10:06:00,20933.35,20930.551137273265,0
2023-12-06 10:07:00+05:30,1701837420,20923.7,20924.8,20914.1,20917.95,0,2023-12-06,10:07:00,20932.465,20930.056975027255,0
2023-12-06 10:08:00+05:30,1701837480,20917.25,20917.95,20910.75,20912.95,0,2023-12-06,10:08:00,20931.1375,20929.38611326148,0
2023-12-06 10:09:00+05:30,1701837540,20912.75,20913.25,20897.3,20902.05,0,2023-12-06,10:09:00,20928.8575,20928.314108819854,0
2023-12-06 10:10:00+05:30,1701837600,20901.45,20908.55,20895.9,20907.95,0,2023-12-06,10:10:00,20926.7625,20927.515516317115,0
2023-12-06 10:11:00+05:30,1701837660,20908.55,20910.4,20904.55,20909.4,0,2023-12-06,10:11:00,20925.2975,20926.80510391252,0
2023-12-06 10:12:00+05:30,1701837720,20910.55,20915.1,20907.45,20913.25,0,2023-12-06,10:12:00,20924.3125,20926.273531210067,0
2023-12-06 10:13:00+05:30,1701837780,20914.5,20914.5,20903.25,20905.05,0,2023-12-06,10:13:00,20922.73,20925.441235868497,0
2023-12-06 10:14:00+05:30,1701837840,20904.95,20905.05,20894.7,20898.8,0,2023-12-06,10:14:00,20921.079999999998,20924.396481520715,0
2023-12-06 10:15:00+05:30,1701837900,20899.55,20907.15,20899.4,20906.9,0,2023-12-06,10:15:00,20919.6225,20923.71034499049,0
2023-12-06 10:16:00+05:30,1701837960,20906.8,20909.75,20905.35,20908.35,0,2023-12-06,10:16:00,20918.425,20923.107978520275,0
2023-12-06 10:17:00+05:30,1701838020,20907.05,20908.7,20901.5,20903.95,0,2023-12-06,10:17:00,20916.64,20922.35668524497,0
2023-12-06 10:18:00+05:30,1701838080,20904.55,20910.8,20902.5,20910.2,0,2023-12-06,10:18:00,20915.22,20921.879952490264,0
2023-12-06 10:19:00+05:30,1701838140,20910.55,20918.5,20909.05,20918.2,0,2023-12-06,10:19:00,20914.697500000002,20921.735640627903,0
2023-12-06 10:20:00+05:30,1701838200,20918.75,20923.95,20915.9,20920.9,0,2023-12-06,10:20:00,20913.89,20921.7028704072,0
2023-12-06 10:21:00+05:30,1701838260,20922.65,20923.95,20918.25,20919.45,0,2023-12-06,10:21:00,20912.97,20921.614522548094,0
2023-12-06 10:22:00+05:30,1701838320,20919.55,20921.1,20915.1,20916.65,0,2023-12-06,10:22:00,20912.4575,20921.419835389348,0
2023-12-06 10:23:00+05:30,1701838380,20916.5,20916.5,20905.5,20905.75,0,2023-12-06,10:23:00,20911.995000000003,20920.805332040745,0
2023-12-06 10:24:00+05:30,1701838440,20906.95,20907.2,20898.35,20900.5,0,2023-12-06,10:24:00,20911.0175,20920.009044509734,0
2023-12-06 10:25:00+05:30,1701838500,20899.1,20907.9,20899.1,20901.45,0,2023-12-06,10:25:00,20910.140000000003,20919.281238842686,0
2023-12-06 10:26:00+05:30,1701838560,20901.7,20902.95,20893.65,20899.5,0,2023-12-06,10:26:00,20908.96,20918.50550398611,0
2023-12-06 10:27:00+05:30,1701838620,20899.15,20899.8,20895.35,20898.4,0,2023-12-06,10:27:00,20907.982500000002,20917.717052849403,0
2023-12-06 10:28:00+05:30,1701838680,20898.35,20898.35,20894.15,20896.45,0,2023-12-06,10:28:00,20907.1575,20916.883050776876,0
2023-12-06 10:29:00+05:30,1701838740,20896.85,20899.8,20891.05,20899.0,0,2023-12-06,10:29:00,20907.005,20916.181754667978,0
2023-12-06 10:30:00+05:30,1701838800,20900.4,20901.35,20893.25,20895.15,0,2023-12-06,10:30:00,20906.365,20915.356979975117,0
2023-12-06 10:31:00+05:30,1701838860,20894.65,20906.2,20894.65,20904.4,0,2023-12-06,10:31:00,20906.114999999998,20914.927294485897,0
2023-12-06 10:32:00+05:30,1701838920,20904.6,20908.75,20903.4,20907.9,0,2023-12-06,10:32:00,20905.8475,20914.65171430998,0
2023-12-06 10:33:00+05:30,1701838980,20908.7,20910.45,20906.2,20908.55,0,2023-12-06,10:33:00,20906.0225,20914.412431395864,0
2023-12-06 10:34:00+05:30,1701839040,20908.25,20908.85,20904.2,20908.85,0,2023-12-06,10:34:00,20906.525,20914.19429683132,0
2023-12-06 10:35:00+05:30,1701839100,20908.3,20909.1,20902.7,20902.9,0,2023-12-06,10:35:00,20906.325,20913.75138323009,0
2023-12-06 10:36:00+05:30,1701839160,20903.1,20904.9,20900.35,20900.35,0,2023-12-06,10:36:00,20905.925,20913.225838789695,0
2023-12-06 10:37:00+05:30,1701839220,20901.4,20904.95,20901.4,20903.25,0,2023-12-06,10:37:00,20905.89,20912.834629425393,0
2023-12-06 10:38:00+05:30,1701839280,20902.85,20904.9,20901.9,20903.05,0,2023-12-06,10:38:00,20905.5325,20912.450918467537,0
2023-12-06 10:39:00+05:30,1701839340,20904.35,20904.75,20900.0,20901.55,0,2023-12-06,10:39:00,20904.7,20912.023431468813,0
2023-12-06 10:40:00+05:30,1701839400,20901.4,20903.1,20896.75,20899.1,0,2023-12-06,10:40:00,20903.61,20911.516630234742,0
2023-12-06 10:41:00+05:30,1701839460,20898.95,20901.6,20898.45,20901.6,0,2023-12-06,10:41:00,20902.717500000002,20911.12774277456,0
2023-12-06 10:42:00+05:30,1701839520,20901.3,20902.3,20898.05,20900.4,0,2023-12-06,10:42:00,20901.905,20910.707046979478,0
2023-12-06 10:43:00+05:30,1701839580,20900.55,20909.0,20899.65,20909.0,0,2023-12-06,10:43:00,20902.067499999997,20910.64010396068,0
2023-12-06 10:44:00+05:30,1701839640,20908.25,20908.25,20902.0,20903.95,0,2023-12-06,10:44:00,20902.239999999998,20910.377746942613,0
2023-12-06 10:45:00+05:30,1701839700,20903.7,20913.45,20903.7,20912.65,0,2023-12-06,10:45:00,20902.8,20910.46685490565,1
2023-12-06 10:46:00+05:30,1701839760,20913.6,20915.9,20910.95,20915.9,0,2023-12-06,10:46:00,20903.62,20910.679919419155,1
2023-12-06 10:47:00+05:30,1701839820,20916.35,20921.2,20914.4,20920.1,0,2023-12-06,10:47:00,20904.705,20911.049334343894,1
2023-12-06 10:48:00+05:30,1701839880,20921.5,20923.25,20919.05,20920.9,0,2023-12-06,10:48:00,20905.927499999998,20911.43563495786,1
2023-12-06 10:49:00+05:30,1701839940,20921.0,20933.1,20920.65,20932.05,0,2023-12-06,10:49:00,20907.579999999998,20912.244041430098,1
2023-12-06 10:50:00+05:30,1701840000,20932.8,20934.9,20931.7,20934.7,0,2023-12-06,10:50:00,20909.5575,20913.12466725637,1
2023-12-06 10:51:00+05:30,1701840060,20935.4,20936.05,20927.2,20928.2,0,2023-12-06,10:51:00,20910.7475,20913.71585677573,1
2023-12-06 10:52:00+05:30,1701840120,20929.5,20933.5,20927.9,20933.0,0,2023-12-06,10:52:00,20912.0025,20914.472097686485,1
2023-12-06 10:53:00+05:30,1701840180,20933.05,20934.0,20925.4,20928.5,0,2023-12-06,10:53:00,20913.0,20915.0222115027,1
2023-12-06 10:54:00+05:30,1701840240,20929.15,20931.4,20926.65,20928.65,0,2023-12-06,10:54:00,20913.99,20915.556634581026,1
2023-12-06 10:55:00+05:30,1701840300,20928.95,20929.85,20924.45,20925.95,0,2023-12-06,10:55:00,20915.142499999998,20915.964217538633,1
2023-12-06 10:56:00+05:30,1701840360,20926.55,20929.85,20922.8,20929.35,0,2023-12-06,10:56:00,20916.592500000002,20916.489150184178,1
2023-12-06 10:57:00+05:30,1701840420,20929.2,20930.05,20925.8,20927.9,0,2023-12-06,10:57:00,20917.825,20916.93663449068,1
2023-12-06 10:58:00+05:30,1701840480,20928.35,20929.95,20926.4,20928.25,0,2023-12-06,10:58:00,20919.085,20917.380295883206,1
2023-12-06 10:59:00+05:30,1701840540,20930.1,20941.15,20929.45,20939.4,0,2023-12-06,10:59:00,20920.9775,20918.243813691708,1
2023-12-06 11:00:00+05:30,1701840600,20941.5,20942.7,20935.75,20935.9,0,2023-12-06,11:00:00,20922.8175,20918.93621315478,1
2023-12-06 11:01:00+05:30,1701840660,20937.55,20937.55,20933.15,20935.3,0,2023-12-06,11:01:00,20924.5025,20919.577930285966,1
2023-12-06 11:02:00+05:30,1701840720,20935.6,20940.05,20935.45,20938.8,0,2023-12-06,11:02:00,20926.4225,20920.331736941418,1
2023-12-06 11:03:00+05:30,1701840780,20938.0,20939.45,20936.0,20936.6,0,2023-12-06,11:03:00,20927.8025,20920.969708041757,1
2023-12-06 11:04:00+05:30,1701840840,20937.35,20940.65,20934.75,20936.15,0,2023-12-06,11:04:00,20929.4125,20921.56501360875,1
2023-12-06 11:05:00+05:30,1701840900,20934.8,20935.65,20930.2,20933.2,0,2023-12-06,11:05:00,20930.44,20922.021287584877,1
2023-12-06 11:06:00+05:30,1701840960,20933.05,20938.45,20932.05,20935.75,0,2023-12-06,11:06:00,20931.432500000003,20922.559668463902,1
2023-12-06 11:07:00+05:30,1701841020,20937.25,20937.25,20930.8,20931.25,0,2023-12-06,11:07:00,20931.989999999998,20922.900465779043,1
2023-12-06 11:08:00+05:30,1701841080,20933.3,20933.3,20929.05,20931.3,0,2023-12-06,11:08:00,20932.510000000002,20923.229859277904,1
2023-12-06 11:09:00+05:30,1701841140,20932.35,20932.95,20920.95,20921.5,0,2023-12-06,11:09:00,20931.982500000002,20923.162021659165,0
2023-12-06 11:10:00+05:30,1701841200,20922.2,20927.3,20920.35,20927.05,0,2023-12-06,11:10:00,20931.6,20923.31449139802,1
2023-12-06 11:11:00+05:30,1701841260,20927.4,20930.7,20927.3,20927.7,0,2023-12-06,11:11:00,20931.575,20923.486472127508,1
2023-12-06 11:12:00+05:30,1701841320,20927.6,20928.45,20923.85,20927.0,0,2023-12-06,11:12:00,20931.275,20923.624257534273,1
2023-12-06 11:13:00+05:30,1701841380,20927.15,20930.4,20925.95,20927.65,0,2023-12-06,11:13:00,20931.232500000002,20923.78212978783,1
2023-12-06 11:14:00+05:30,1701841440,20928.0,20929.75,20926.2,20926.95,0,2023-12-06,11:14:00,20931.1475,20923.90635999223,1
2023-12-06 11:15:00+05:30,1701841500,20927.45,20929.3,20925.6,20926.65,0,2023-12-06,11:15:00,20931.1825,20924.013953718026,1
2023-12-06 11:16:00+05:30,1701841560,20925.8,20933.15,20925.8,20932.3,0,2023-12-06,11:16:00,20931.329999999998,20924.338896709476,1
2023-12-06 11:17:00+05:30,1701841620,20933.05,20933.05,20927.6,20927.6,0,2023-12-06,11:17:00,20931.315,20924.466783113025,1
2023-12-06 11:18:00+05:30,1701841680,20927.65,20928.25,20920.15,20921.45,0,2023-12-06,11:18:00,20930.975000000002,20924.34847789291,0
2023-12-06 11:19:00+05:30,1701841740,20921.1,20923.65,20915.25,20915.55,0,2023-12-06,11:19:00,20929.7825,20924.00343954417,0
2023-12-06 11:20:00+05:30,1701841800,20915.9,20923.65,20915.9,20921.4,0,2023-12-06,11:20:00,20929.0575,20923.901343875772,0
2023-12-06 11:21:00+05:30,1701841860,20921.45,20928.25,20921.45,20927.05,0,2023-12-06,11:21:00,20928.645,20924.02482058653,1
2023-12-06 11:22:00+05:30,1701841920,20927.6,20929.75,20925.4,20928.4,0,2023-12-06,11:22:00,20928.125,20924.1963962498,1
2023-12-06 11:23:00+05:30,1701841980,20929.2,20929.7,20922.55,20926.4,0,2023-12-06,11:23:00,20927.615,20924.282812083144,1
2023-12-06 11:24:00+05:30,1701842040,20926.95,20928.35,20925.75,20928.0,0,2023-12-06,11:24:00,20927.2075,20924.428584158315,1
2023-12-06 11:25:00+05:30,1701842100,20927.65,20929.45,20925.9,20927.75,0,2023-12-06,11:25:00,20926.935,20924.55883575995,1
2023-12-06 11:26:00+05:30,1701842160,20927.7,20931.05,20925.2,20928.9,0,2023-12-06,11:26:00,20926.5925,20924.729077494856,1
2023-12-06 11:27:00+05:30,1701842220,20930.2,20930.2,20924.6,20928.15,0,2023-12-06,11:27:00,20926.4375,20924.863231318588,1
2023-12-06 11:28:00+05:30,1701842280,20927.15,20930.0,20923.75,20924.4,0,2023-12-06,11:28:00,20926.092500000002,20924.845065384525,0
2023-12-06 11:29:00+05:30,1701842340,20924.15,20929.9,20923.9,20927.1,0,2023-12-06,11:29:00,20926.3725,20924.933494192977,1
2023-12-06 11:30:00+05:30,1701842400,20927.7,20936.7,20925.9,20936.4,0,2023-12-06,11:30:00,20926.840000000004,20925.38316108737,1
2023-12-06 11:31:00+05:30,1701842460,20935.6,20937.0,20932.2,20934.25,0,2023-12-06,11:31:00,20927.167500000003,20925.730880260417,1
2023-12-06 11:32:00+05:30,1701842520,20935.75,20938.7,20934.05,20936.95,0,2023-12-06,11:32:00,20927.665,20926.170845740402,1
2023-12-06 11:33:00+05:30,1701842580,20936.85,20938.65,20935.65,20936.95,0,2023-12-06,11:33:00,20928.129999999997,20926.593557672153,1
2023-12-06 11:34:00+05:30,1701842640,20937.85,20937.85,20932.2,20935.1,0,2023-12-06,11:34:00,20928.5375,20926.927143645793,1
2023-12-06 11:35:00+05:30,1701842700,20935.0,20937.85,20934.3,20936.3,0,2023-12-06,11:35:00,20929.02,20927.294706640077,1
2023-12-06 11:36:00+05:30,1701842760,20937.35,20938.1,20935.1,20935.95,0,2023-12-06,11:36:00,20929.202500000003,20927.634129909093,1
2023-12-06 11:37:00+05:30,1701842820,20936.0,20937.15,20934.15,20935.6,0,2023-12-06,11:37:00,20929.6025,20927.946516971482,1
2023-12-06 11:38:00+05:30,1701842880,20936.4,20939.7,20935.3,20936.7,0,2023-12-06,11:38:00,20930.364999999998,20928.28979081574,1
2023-12-06 11:39:00+05:30,1701842940,20937.3,20938.4,20934.7,20937.55,0,2023-12-06,11:39:00,20931.465,20928.652936273946,1
2023-12-06 11:40:00+05:30,1701843000,20937.8,20939.65,20935.45,20935.85,0,2023-12-06,11:40:00,20932.1875,20928.935174067126,1
2023-12-06 11:41:00+05:30,1701843060,20936.0,20936.8,20932.45,20936.2,0,2023-12-06,11:41:00,20932.644999999997,20929.22006920175,1
2023-12-06 11:42:00+05:30,1701843120,20936.95,20937.7,20933.9,20936.7,0,2023-12-06,11:42:00,20933.06,20929.51339982129,1
2023-12-06 11:43:00+05:30,1701843180,20938.0,20938.15,20934.45,20937.3,0,2023-12-06,11:43:00,20933.605,20929.818756691042,1
2023-12-06 11:44:00+05:30,1701843240,20938.15,20939.7,20936.75,20938.95,0,2023-12-06,11:44:00,20934.1525,20930.176844663943,1
2023-12-06 11:45:00+05:30,1701843300,20940.05,20940.85,20935.15,20936.3,0,2023-12-06,11:45:00,20934.579999999998,20930.416968402613,1
2023-12-06 11:46:00+05:30,1701843360,20936.6,20938.35,20933.95,20937.05,0,2023-12-06,11:46:00,20934.9875,20930.677087288786,1
2023-12-06 11:47:00+05:30,1701843420,20936.75,20938.45,20935.7,20937.15,0,2023-12-06,11:47:00,20935.4375,20930.93092700295,1
2023-12-06 11:48:00+05:30,1701843480,20936.5,20939.45,20935.45,20936.65,0,2023-12-06,11:48:00,20936.05,20931.155204375387,1
2023-12-06 11:49:00+05:30,1701843540,20936.35,20939.35,20932.95,20938.8,0,2023-12-06,11:49:00,20936.635000000002,20931.455000282236,1
2023-12-06 11:50:00+05:30,1701843600,20939.7,20940.3,20935.3,20935.3,0,2023-12-06,11:50:00,20936.579999999998,20931.60578458489,1
2023-12-06 11:51:00+05:30,1701843660,20935.0,20937.3,20933.05,20933.05,0,2023-12-06,11:51:00,20936.519999999997,20931.662420483524,1
2023-12-06 11:52:00+05:30,1701843720,20933.5,20933.5,20929.65,20929.65,0,2023-12-06,11:52:00,20936.155,20931.58350203319,0
2023-12-06 11:53:00+05:30,1701843780,20928.45,20930.15,20927.0,20927.8,0,2023-12-06,11:53:00,20935.697500000002,20931.43512940444,0
2023-12-06 11:54:00+05:30,1701843840,20927.85,20927.85,20920.55,20920.8,0,2023-12-06,11:54:00,20934.9825,20931.018065506225,0
2023-12-06 11:55:00+05:30,1701843900,20922.2,20922.2,20917.3,20920.75,0,2023-12-06,11:55:00,20934.204999999998,20930.61539627069,0
2023-12-06 11:56:00+05:30,1701843960,20920.8,20925.95,20918.5,20918.5,0,2023-12-06,11:56:00,20933.332499999997,20930.140282691445,0
2023-12-06 11:57:00+05:30,1701844020,20918.9,20921.7,20917.85,20921.55,0,2023-12-06,11:57:00,20932.629999999997,20929.803408860407,0
2023-12-06 11:58:00+05:30,1701844080,20920.7,20926.95,20920.7,20926.55,0,2023-12-06,11:58:00,20932.1225,20929.675824199217,0
2023-12-06 11:59:00+05:30,1701844140,20926.7,20930.0,20925.7,20929.25,0,2023-12-06,11:59:00,20931.7075,20929.659125211012,0
2023-12-06 12:00:00+05:30,1701844200,20929.6,20933.3,20929.6,20930.15,0,2023-12-06,12:00:00,20931.4225,20929.67837520274,1
2023-12-06 12:01:00+05:30,1701844260,20930.6,20930.6,20925.25,20927.35,0,2023-12-06,12:01:00,20930.980000000003,20929.587066371263,0
2023-12-06 12:02:00+05:30,1701844320,20926.85,20928.2,20924.2,20927.65,0,2023-12-06,12:02:00,20930.5275,20929.511102984154,0
2023-12-06 12:03:00+05:30,1701844380,20926.85,20927.85,20923.6,20927.1,0,2023-12-06,12:03:00,20930.0175,20929.41654992595,0
2023-12-06 12:04:00+05:30,1701844440,20927.35,20930.0,20926.5,20928.95,0,2023-12-06,12:04:00,20929.517499999998,20929.398253850424,0
2023-12-06 12:05:00+05:30,1701844500,20928.6,20932.25,20927.95,20931.0,0,2023-12-06,12:05:00,20929.2525,20929.46106742492,1
2023-12-06 12:06:00+05:30,1701844560,20931.25,20933.85,20930.85,20933.85,0,2023-12-06,12:06:00,20929.092500000002,20929.633182427864,1
2023-12-06 12:07:00+05:30,1701844620,20933.7,20933.7,20930.75,20932.65,0,2023-12-06,12:07:00,20928.8675,20929.75148899932,1
2023-12-06 12:08:00+05:30,1701844680,20932.2,20935.4,20931.25,20934.4,0,2023-12-06,12:08:00,20928.754999999997,20929.933783548368,1
2023-12-06 12:09:00+05:30,1701844740,20933.55,20934.85,20929.25,20930.45,0,2023-12-06,12:09:00,20928.3375,20929.954027330783,1
2023-12-06 12:10:00+05:30,1701844800,20930.55,20933.0,20929.25,20931.4,0,2023-12-06,12:10:00,20928.142499999998,20930.01073214134,1
2023-12-06 12:11:00+05:30,1701844860,20931.9,20932.35,20928.4,20929.1,0,2023-12-06,12:11:00,20927.945,20929.975017155408,0
2023-12-06 12:12:00+05:30,1701844920,20928.55,20932.4,20928.55,20932.3,0,2023-12-06,12:12:00,20928.0775,20930.066192953236,1
2023-12-06 12:13:00+05:30,1701844980,20932.2,20935.45,20931.2,20934.45,0,2023-12-06,12:13:00,20928.41,20930.23810695507,1
2023-12-06 12:14:00+05:30,1701845040,20934.85,20936.1,20930.0,20930.5,0,2023-12-06,12:14:00,20928.895,20930.248377270556,1
2023-12-06 12:15:00+05:30,1701845100,20931.4,20933.3,20929.95,20933.0,0,2023-12-06,12:15:00,20929.5075,20930.35628404426,1
2023-12-06 12:16:00+05:30,1701845160,20932.75,20933.8,20930.05,20932.1,0,2023-12-06,12:16:00,20930.1875,20930.42466506213,1
2023-12-06 12:17:00+05:30,1701845220,20932.35,20933.55,20930.8,20931.35,0,2023-12-06,12:17:00,20930.6775,20930.460952706755,1
2023-12-06 12:18:00+05:30,1701845280,20931.95,20932.5,20928.45,20928.85,0,2023-12-06,12:18:00,20930.7925,20930.397778090803,0
2023-12-06 12:19:00+05:30,1701845340,20929.8,20929.85,20926.65,20927.15,0,2023-12-06,12:19:00,20930.6875,20930.270414244103,0
2023-12-06 12:20:00+05:30,1701845400,20928.15,20928.9,20924.25,20925.2,0,2023-12-06,12:20:00,20930.44,20930.071574469825,0
2023-12-06 12:21:00+05:30,1701845460,20925.15,20925.3,20922.65,20923.75,0,2023-12-06,12:21:00,20930.26,20929.82366958866,0
2023-12-06 12:22:00+05:30,1701845520,20924.3,20925.45,20920.4,20922.55,0,2023-12-06,12:22:00,20930.005,20929.53842764401,0
2023-12-06 12:23:00+05:30,1701845580,20923.55,20926.1,20920.85,20926.1,0,2023-12-06,12:23:00,20929.954999999998,20929.403587344244,0
2023-12-06 12:24:00+05:30,1701845640,20926.8,20930.2,20924.9,20926.35,0,2023-12-06,12:24:00,20929.825,20929.283838820942,0
2023-12-06 12:25:00+05:30,1701845700,20925.0,20929.3,20924.65,20926.4,0,2023-12-06,12:25:00,20929.595,20929.170747102475,0
