,Timestamp,Open,High,Low,Close,Volume,Timestamp2,HMA,TEMA,TilsonT3,SecondTilsonT3,col,col2
166,1704863100,21550.8,21555.75,21542.8,21555.7,0,2024-01-10 10:35:00+05:30,21545.702575757576,21541.37748946227,21563.883331956113,21626.131690566563,lime,lime
167,1704863400,21555.8,21555.95,21525.6,21529.8,0,2024-01-10 10:40:00+05:30,21545.533519480523,21538.70112377859,21561.612775762766,21623.291200452695,lime,lime
168,1704863700,21529.2,21536.75,21512.1,21516.4,0,2024-01-10 10:45:00+05:30,21542.744337662334,21533.1049365331,21559.484248703273,21620.469514688477,red,red
169,1704864000,21516.7,21532.45,21515.15,21529.8,0,2024-01-10 10:50:00+05:30,21539.53128138528,21532.083979241743,21557.477013877018,21617.670108251685,red,red
170,1704864300,21530.4,21536.85,21520.45,21525.6,0,2024-01-10 10:55:00+05:30,21535.683229437233,21530.25224302178,21555.565155887565,21614.894850981906,red,red
171,1704864600,21525.9,21532.1,21518.0,21526.8,0,2024-01-10 11:00:00+05:30,21531.984705627703,21529.156230712037,21553.735882475266,21612.14643719687,red,red
172,1704864900,21527.3,21529.0,21518.95,21526.6,0,2024-01-10 11:05:00+05:30,21528.627064935066,21528.298479859965,21551.981221357306,21609.427610715913,red,red
173,1704865200,21526.6,21542.95,21523.05,21542.2,0,2024-01-10 11:10:00+05:30,21527.65132900433,21531.730490016456,21550.34116688726,21606.747364426876,lime,lime
174,1704865500,21542.7,21548.75,21534.55,21536.2,0,2024-01-10 11:15:00+05:30,21527.851402597404,21533.056428737986,21548.82254382178,21604.11095072406,lime,lime
175,1704865800,21536.3,21548.15,21534.95,21547.6,0,2024-01-10 11:20:00+05:30,21529.97570995671,21537.15155902192,21547.459647503874,21601.52744376221,lime,lime
176,1704866100,21546.9,21549.45,21540.6,21541.9,0,2024-01-10 11:25:00+05:30,21532.67945021645,21539.05764079137,21546.25352796126,21599.002021619068,red,red
177,1704866400,21542.3,21548.85,21532.3,21534.2,0,2024-01-10 11:30:00+05:30,21534.745610389607,21538.632335001712,21545.177997919316,21596.53586520058,red,red
178,1704866700,21534.3,21553.0,21531.6,21549.4,0,2024-01-10 11:35:00+05:30,21537.888658008662,21542.23062560753,21544.25541980819,21594.136009418027,lime,lime
179,1704867000,21550.3,21559.25,21546.7,21549.2,0,2024-01-10 11:40:00+05:30,21541.23778354979,21545.1165100033,21543.493738675406,21591.807910981428,red,red
180,1704867300,21549.8,21553.1,21537.5,21541.8,0,2024-01-10 11:45:00+05:30,21543.813419913426,21545.532208134926,21542.870507664975,21589.552803775434,red,red
181,1704867600,21541.2,21547.2,21536.05,21544.7,0,2024-01-10 11:50:00+05:30,21545.87603463204,21546.58749486283,21542.373965841653,21587.372594884095,lime,lime
182,1704867900,21543.6,21547.35,21530.4,21536.8,0,2024-01-10 11:55:00+05:30,21546.28666666667,21545.36069440309,21541.968858627934,21585.265387116964,lime,lime
183,1704868200,21536.8,21539.85,21524.2,21525.2,0,2024-01-10 12:00:00+05:30,21544.21597835498,21541.306597035153,21541.596218892424,21583.22478782968,red,red
184,1704868500,21524.2,21526.15,21505.8,21522.2,0,2024-01-10 12:05:00+05:30,21540.43581385281,21537.182861907713,21541.209468692115,21581.244306039505,red,red
185,1704868800,21521.8,21531.65,21516.3,21522.7,0,2024-01-10 12:10:00+05:30,21535.815298701298,21533.93102972838,21540.78234643104,21579.318835612787,red,red
186,1704869100,21522.1,21525.25,21513.5,21515.1,0,2024-01-10 12:15:00+05:30,21530.450376623376,21529.309989739682,21540.280097534393,21577.441218455406,red,red
187,1704869400,21514.8,21525.65,21505.3,21516.8,0,2024-01-10 12:20:00+05:30,21525.291999999998,21525.99879632858,21539.690980661886,21575.606440230662,red,red
188,1704869700,21517.1,21518.65,21506.6,21515.5,0,2024-01-10 12:25:00+05:30,21520.3977056277,21522.999371511578,21539.01024233661,21573.810064020858,red,red
189,1704870000,21515.4,21527.6,21508.35,21524.9,0,2024-01-10 12:30:00+05:30,21517.190883116884,21523.04291074508,21538.26834101461,21572.052407119176,red,red
190,1704870300,21524.3,21532.45,21520.45,21527.7,0,2024-01-10 12:35:00+05:30,21515.922333333332,21523.86838193813,21537.497918564877,21570.334935393686,red,red
191,1704870600,21528.9,21529.55,21503.5,21503.5,0,2024-01-10 12:40:00+05:30,21513.520792207797,21518.323689331748,21536.654946199862,21568.64928743022,red,red
192,1704870900,21504.1,21525.05,21468.45,21497.3,0,2024-01-10 12:45:00+05:30,21509.914264069266,21512.241452663184,21535.70028100762,21566.986528749032,red,red
193,1704871200,21497.9,21504.85,21487.55,21503.7,0,2024-01-10 12:50:00+05:30,21506.397199134197,21509.013212486363,21534.63595149158,21565.34239138924,red,red
194,1704871500,21504.0,21504.0,21488.05,21496.7,0,2024-01-10 12:55:00+05:30,21502.619770562775,21504.663983314684,21533.45239069766,21563.711068742392,red,red
195,1704871800,21498.2,21503.55,21489.0,21499.8,0,2024-01-10 13:00:00+05:30,21499.661969696976,21502.02969234647,21532.16210192722,21562.08961694727,red,red
196,1704872100,21500.8,21516.9,21496.4,21509.2,0,2024-01-10 13:05:00+05:30,21498.472151515154,21502.44375644437,21530.809027200383,21560.479910034745,red,red
197,1704872400,21509.6,21517.3,21506.25,21510.3,0,2024-01-10 13:10:00+05:30,21498.54858874459,21503.19761086943,21529.431365830107,21558.884334224982,red,red
198,1704872700,21510.6,21515.5,21500.35,21503.3,0,2024-01-10 13:15:00+05:30,21498.81148484848,21502.117206717965,21528.038767060065,21557.302430343916,red,red
199,1704873000,21503.2,21505.35,21490.4,21498.1,0,2024-01-10 13:20:00+05:30,21498.462506493503,21499.995323044797,21526.62738844356,21555.732188975122,red,red
200,1704873300,21498.2,21500.25,21490.25,21495.8,0,2024-01-10 13:25:00+05:30,21497.491779220778,21497.77417297742,21525.1932964693,21554.171542242773,red,red
201,1704873600,21496.3,21506.2,21488.35,21489.3,0,2024-01-10 13:30:00+05:30,21495.823831168826,21494.386445848624,21523.720897434247,21552.61673865684,red,red
202,1704873900,21489.4,21494.05,21479.75,21489.1,0,2024-01-10 13:35:00+05:30,21493.89996536796,21491.6850225716,21522.205975993646,21551.065238920448,red,red
203,1704874200,21488.9,21503.1,21481.3,21502.3,0,2024-01-10 13:40:00+05:30,21493.33198268398,21493.02893066614,21520.68978160822,21549.52081849214,red,red
204,1704874500,21502.5,21504.7,21488.35,21493.2,0,2024-01-10 13:45:00+05:30,21492.80735497835,21491.895194243032,21519.17708771965,21547.98337959758,red,red
205,1704874800,21493.6,21505.65,21490.75,21505.7,0,2024-01-10 13:50:00+05:30,21493.61288744589,21494.3268866608,21517.71036607306,21546.45830211705,lime,lime
206,1704875100,21505.8,21528.45,21503.95,21525.6,0,2024-01-10 13:55:00+05:30,21497.301194805197,21501.584967364448,21516.37449389602,21544.95817321467,lime,lime
207,1704875400,21524.6,21541.95,21511.75,21513.4,0,2024-01-10 14:00:00+05:30,21501.39363636364,21504.434842741248,21515.18547835863,21543.488390352064,lime,lime
208,1704875700,21513.9,21521.0,21508.35,21518.1,0,2024-01-10 14:05:00+05:30,21506.1363939394,21508.027388491893,21514.16217731028,21542.055231501545,lime,lime
209,1704876000,21518.3,21536.25,21517.7,21531.9,0,2024-01-10 14:10:00+05:30,21512.23055411256,21514.567144715405,21513.349505943566,21540.669172343332,lime,lime
210,1704876300,21531.9,21557.8,21528.45,21547.8,0,2024-01-10 14:15:00+05:30,21520.35128138528,21524.03435985338,21512.811814801124,21539.34468387829,lime,lime
211,1704876600,21547.9,21554.6,21520.75,21520.8,0,2024-01-10 14:20:00+05:30,21526.525636363636,21524.727350074274,21512.50017539144,21538.082165406886,lime,lime
212,1704876900,21521.6,21528.6,21509.85,21518.3,0,2024-01-10 14:25:00+05:30,21530.225943722944,21524.567260368683,21512.36513844073,21536.88049437686,lime,lime
213,1704877200,21519.4,21544.5,21518.0,21542.3,0,2024-01-10 14:30:00+05:30,21534.096714285708,21530.58354123562,21512.434056236056,21535.74783480632,lime,lime
214,1704877500,21543.2,21569.1,21541.15,21563.1,0,2024-01-10 14:35:00+05:30,21540.08517748917,21540.812673321892,21512.77187066422,21534.698323355944,lime,lime
215,1704877800,21563.5,21581.75,21561.2,21569.4,0,2024-01-10 14:40:00+05:30,21548.075878787873,21550.689788342457,21513.422069729677,21533.744854174674,lime,lime
216,1704878100,21568.6,21574.9,21559.55,21563.9,0,2024-01-10 14:45:00+05:30,21555.932077922076,21557.170660786065,21514.377924609274,21532.89441868194,lime,lime
217,1704878400,21565.2,21590.55,21561.65,21588.6,0,2024-01-10 14:50:00+05:30,21565.273064935063,21568.669557307167,21515.685784983874,21532.161132600733,lime,lime
218,1704878700,21588.7,21617.9,21581.0,21605.8,0,2024-01-10 14:55:00+05:30,21576.41941558441,21582.29333571037,21517.40093844574,21531.561547845195,lime,lime
219,1704879000,21604.6,21641.2,21603.25,21640.4,0,2024-01-10 15:00:00+05:30,21591.62975324675,21602.11530075005,21519.629410965226,21531.120746944132,lime,lime
220,1704879300,21639.4,21641.85,21590.95,21614.2,0,2024-01-10 15:05:00+05:30,21605.69648917749,21611.16798126152,21522.330238341536,21530.846054474132,lime,lime
221,1704879600,21614.3,21616.55,21602.1,21609.2,0,2024-01-10 15:10:00+05:30,21616.938766233772,21616.84743004533,21525.43009845669,21530.73888265634,lime,lime
222,1704879900,21608.0,21623.9,21607.05,21623.8,0,2024-01-10 15:15:00+05:30,21626.331818181825,21624.83339802003,21528.893430120075,21530.80361826042,lime,lime
223,1704880200,21623.3,21626.0,21617.15,21622.8,0,2024-01-10 15:20:00+05:30,21633.05351082251,21630.6491748171,21532.66538798101,21531.040696763845,lime,lime
224,1704880500,21622.5,21632.55,21622.15,21625.4,0,2024-01-10 15:25:00+05:30,21638.00968398268,21635.61089071253,21536.691177268905,21531.448759869614,lime,lime
225,1704944700,21688.0,21725.45,21683.4,21719.7,0,2024-01-11 09:15:00+05:30,21651.373614718614,21663.655032285395,21541.177654724972,21532.061325906685,lime,lime
226,1704945000,21720.45,21726.5,21693.05,21693.05,0,2024-01-11 09:20:00+05:30,21666.522606060607,21679.161132615645,21546.142980075936,21532.89113904279,lime,lime
227,1704945300,21692.6,21720.05,21690.4,21704.7,0,2024-01-11 09:25:00+05:30,21682.45221645022,21694.25263909835,21551.591658176956,21533.949305112383,lime,lime
228,1704945600,21703.95,21711.05,21683.0,21697.1,0,2024-01-11 09:30:00+05:30,21696.05746536797,21703.965588638734,21557.463476514466,21535.237733716764,lime,lime
229,1704945900,21697.45,21705.7,21688.45,21694.55,0,2024-01-11 09:35:00+05:30,21705.48234199134,21710.557686989367,21563.673532960765,21536.752894073168,lime,lime
230,1704946200,21696.45,21698.55,21674.05,21683.15,0,2024-01-11 09:40:00+05:30,21711.11253246753,21712.29618259547,21570.09987705298,21538.48337986237,lime,lime
231,1704946500,21683.1,21689.45,21678.3,21681.6,0,2024-01-11 09:45:00+05:30,21713.389448051945,21712.634719703747,21576.630916374368,21540.415508734553,lime,lime
232,1704946800,21681.05,21689.6,21671.2,21672.25,0,2024-01-11 09:50:00+05:30,21712.066054112554,21709.83840227667,21583.145308107527,21542.530823962526,lime,lime
233,1704947100,21672.2,21678.9,21666.1,21674.6,0,2024-01-11 09:55:00+05:30,21708.38932034632,21707.55542643653,21589.555235010812,21544.811916027225,lime,lime
234,1704947400,21674.65,21675.15,21654.7,21664.3,0,2024-01-11 10:00:00+05:30,21701.882751082252,21702.461247576364,21595.76340594973,21547.237395604745,lime,lime
235,1704947700,21664.45,21674.05,21660.55,21661.2,0,2024-01-11 10:05:00+05:30,21692.94761904762,21696.986817632755,21601.6927242061,21549.78582963381,lime,lime
236,1704948000,21660.65,21673.6,21658.05,21672.15,0,2024-01-11 10:10:00+05:30,21684.841008658008,21694.904465082953,21607.323599523294,21552.441599736994,lime,lime
237,1704948300,21672.4,21683.35,21658.5,21659.95,0,2024-01-11 10:15:00+05:30,21676.831069264073,21689.642494600444,21612.609330137217,21555.184736746236,lime,lime
238,1704948600,21659.55,21662.8,21652.5,21658.05,0,2024-01-11 10:20:00+05:30,21669.728474025975,21684.49462472012,21617.518660700567,21557.99616212091,lime,lime
239,1704948900,21658.0,21663.6,21656.55,21660.95,0,2024-01-11 10:25:00+05:30,21664.192409090912,21680.736146517178,21622.046462973056,21560.85967460513,red,red
240,1704949200,21660.35,21669.9,21641.2,21667.8,0,2024-01-11 10:30:00+05:30,21660.745292207797,21679.18378527773,21626.21670432754,21563.763157302823,red,red
241,1704949500,21667.05,21676.2,21664.45,21669.9,0,2024-01-11 10:35:00+05:30,21659.431599567102,21678.23763753823,21630.0580796193,21566.696032053038,red,red
242,1704949800,21669.35,21669.35,21658.4,21664.15,0,2024-01-11 10:40:00+05:30,21659.075865800864,21675.774861806316,21633.57945462539,21569.645984383693,red,red
243,1704950100,21663.2,21667.65,21651.25,21656.4,0,2024-01-11 10:45:00+05:30,21658.42536796537,21671.576276202726,21636.771890144966,21572.59870657351,red,red
244,1704950400,21656.45,21659.45,21643.15,21643.15,0,2024-01-11 10:50:00+05:30,21656.17501515152,21664.56196185309,21639.60101478468,21575.536341840794,red,red
245,1704950700,21641.35,21658.5,21630.4,21657.8,0,2024-01-11 10:55:00+05:30,21654.617025974025,21662.521170775515,21642.098133710013,21578.449547567758,red,red
246,1704951000,21657.7,21658.25,21650.0,21651.25,0,2024-01-11 11:00:00+05:30,21653.016846320348,21659.086605100292,21644.275476833733,21581.32750863617,red,red
247,1704951300,21651.7,21656.05,21650.75,21654.75,0,2024-01-11 11:05:00+05:30,21652.121748917747,21657.140244229453,21646.161847564417,21584.1624013355,red,red
248,1704951600,21654.3,21655.35,21646.5,21654.85,0,2024-01-11 11:10:00+05:30,21651.760722943727,21655.550973949797,21647.786205272518,21586.947572787107,red,red
249,1704951900,21655.3,21664.1,21654.15,21657.9,0,2024-01-11 11:15:00+05:30,21651.793790043295,21655.03375251576,21649.185125825625,21589.67859341445,red,red
250,1704952200,21658.0,21661.2,21651.8,21652.35,0,2024-01-11 11:20:00+05:30,21651.57135281385,21653.173347545424,21650.37434751226,21592.349483910784,red,red
251,1704952500,21652.8,21656.85,21652.15,21654.45,0,2024-01-11 11:25:00+05:30,21651.41902813853,21652.20756226164,21651.377775138302,21594.95617921838,red,red
252,1704952800,21655.8,21659.4,21643.95,21656.6,0,2024-01-11 11:30:00+05:30,21651.726909090903,21651.997393137994,21652.22386476893,21597.49624591939,red,red
253,1704953100,21655.55,21660.0,21650.75,21656.7,0,2024-01-11 11:35:00+05:30,21652.468846320346,21651.87927584573,21652.937064749283,21599.96780070235,red,red
254,1704953400,21657.05,21667.3,21654.75,21663.8,0,2024-01-11 11:40:00+05:30,21654.30243073593,21653.654628479573,21653.558134175837,21602.372229194763,red,red
255,1704953700,21663.7,21668.55,21660.35,21661.65,0,2024-01-11 11:45:00+05:30,21656.293051948058,21654.577653068252,21654.11006545047,21604.709858129976,red,red
256,1704954000,21661.5,21670.6,21658.1,21665.2,0,2024-01-11 11:50:00+05:30,21658.59513419914,21656.275607676453,21654.619658967407,21606.982452241213,lime,lime
257,1704954300,21665.35,21667.95,21661.1,21662.55,0,2024-01-11 11:55:00+05:30,21660.55593290044,21656.994329248788,21655.097262300937,21609.19046207138,lime,lime
258,1704954600,21662.6,21665.65,21656.1,21660.15,0,2024-01-11 12:00:00+05:30,21661.80503679654,21656.97159392468,21655.543028264845,21611.33340963943,lime,lime
259,1704954900,21660.25,21667.3,21658.4,21667.3,0,2024-01-11 12:05:00+05:30,21663.305216450215,21658.81883375793,21655.977739231064,21613.4138966268,lime,lime
260,1704955200,21667.95,21670.0,21657.15,21657.15,0,2024-01-11 12:10:00+05:30,21663.80371861472,21657.706442917777,21656.385232042965,21615.430103454568,lime,lime
261,1704955500,21657.2,21664.85,21651.2,21664.1,0,2024-01-11 12:15:00+05:30,21664.30324025974,21658.606444465713,21656.77523614515,21617.38352262328,lime,lime
262,1704955800,21664.2,21668.35,21660.3,21666.8,0,2024-01-11 12:20:00+05:30,21664.999720779215,21660.053497894532,21657.16140072358,21619.276600832403,lime,lime
263,1704956100,21666.75,21672.15,21663.2,21666.8,0,2024-01-11 12:25:00+05:30,21665.681168831165,21661.243181304846,21657.55149560232,21621.111460562006,lime,lime
264,1704956400,21667.05,21672.45,21664.0,21666.65,0,2024-01-11 12:30:00+05:30,21666.345166666662,21662.177826199644,21657.94870673888,21622.889897235123,lime,lime
265,1704956700,21666.4,21674.65,21666.4,21672.6,0,2024-01-11 12:35:00+05:30,21667.50681385281,21664.48194437133,21658.37037475859,21624.615858886555,lime,lime
266,1704957000,21672.45,21674.45,21663.7,21671.2,0,2024-01-11 12:40:00+05:30,21668.761216450217,21665.993911561778,21658.821018378738,21626.29205398745,lime,lime
267,1704957300,21671.0,21672.15,21660.7,21667.7,0,2024-01-11 12:45:00+05:30,21669.6647965368,21666.304805527987,21659.290759940042,21627.919349831387,lime,lime
268,1704957600,21667.3,21672.25,21663.9,21668.1,0,2024-01-11 12:50:00+05:30,21670.262136363635,21666.64176896126,21659.772105112934,21629.498699948235,lime,lime
269,1704957900,21668.2,21681.75,21667.8,21672.75,0,2024-01-11 12:55:00+05:30,21670.979963203463,21668.103217110314,21660.271464670102,21631.03281570022,lime,lime
270,1704958200,21671.95,21675.9,21660.6,21667.45,0,2024-01-11 13:00:00+05:30,21671.27450865801,21667.90206005101,21660.775524991193,21632.521839969824,lime,lime
271,1704958500,21667.55,21675.95,21665.95,21670.6,0,2024-01-11 13:05:00+05:30,21671.523772727272,21668.530850887335,21661.283073678438,21633.967236127188,lime,lime
272,1704958800,21670.15,21680.15,21670.15,21673.35,0,2024-01-11 13:10:00+05:30,21671.959545454545,21669.736617338796,21661.799495813953,21635.371355168554,lime,lime
273,1704959100,21673.85,21675.35,21668.05,21670.65,0,2024-01-11 13:15:00+05:30,21672.169235930738,21669.99863278311,21662.318628011933,21636.735074625118,lime,lime
274,1704959400,21670.15,21679.2,21661.65,21670.4,0,2024-01-11 13:20:00+05:30,21672.22773809524,21670.122206065113,21662.834239998556,21638.05907269175,lime,lime
275,1704959700,21669.95,21673.15,21662.1,21663.5,0,2024-01-11 13:25:00+05:30,21671.34253030303,21668.409172529904,21663.321596891456,21639.34123801325,red,red
276,1704960000,21662.4,21667.8,21654.0,21658.45,0,2024-01-11 13:30:00+05:30,21669.34753679654,21665.679295929658,21663.750881898413,21640.57802060347,red,red
277,1704960300,21658.55,21663.55,21653.35,21660.7,0,2024-01-11 13:35:00+05:30,21667.056547619046,21664.02432375951,21664.111481938715,21641.76769135582,red,red
278,1704960600,21660.25,21665.35,21660.1,21664.25,0,2024-01-11 13:40:00+05:30,21665.156768398272,21663.59927798264,21664.409406282764,21642.91053141944,red,red
279,1704960900,21663.8,21666.15,21655.05,21659.8,0,2024-01-11 13:45:00+05:30,21663.308123376628,21662.112077115722,21664.63842820257,21644.005265340857,red,red
280,1704961200,21660.1,21663.0,21656.4,21658.45,0,2024-01-11 13:50:00+05:30,21661.521415584415,21660.564748943434,21664.79386259928,21645.05064586952,red,red
